Sample,mlg.country,id,pondID,year,long,lat,SC,Nonindependent,WildSequenced,Sex,Species,AxCF1Hybrid,LabGenerated,BioProject,Continent,Origin,Library.Name,Sample.Name,Isolate,geo_loc_name_country,geo_loc_name_country_continent,cloneID,dna.seq,Country,isolate.name,Reproduction,Monoisolate,PoolSeq,IndividualSeq,Sexual.phenotype,cont,country,mean.depth,mean.miss
SRR8401667,Daphnia.pulex.NorthAmerica.USA.527,SAMN10698307,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00070,KAP-00070,KAP-00070,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.0295,0.00442251
SRR5004895,Daphnia.pulex.NorthAmerica.USA.528,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00073,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,48.436,0.00375167
SRR5004897,Daphnia.pulex.NorthAmerica.USA.529,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00048,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,18.9147,0.00419274
SRR5004898,Daphnia.pulex.NorthAmerica.USA.530,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00068,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.4758,0.00413572
SRR5004899,Daphnia.pulex.NorthAmerica.USA.531,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00104,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,15.7809,0.00468447
SRR5004900,Daphnia.pulex.NorthAmerica.USA.532,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00103,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,6.71633,0.0120382
SRR5004901,Daphnia.pulex.NorthAmerica.USA.533,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00092,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,18.5675,0.0043135
SRR5004902,Daphnia.pulex.NorthAmerica.USA.534,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00023,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,19.9051,0.00427324
SRR5004903,Daphnia.pulex.NorthAmerica.USA.535,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00013,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,16.8523,0.00429538
SRR5004904,Daphnia.pulex.NorthAmerica.USA.536,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00037,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,32.5726,0.00388248
SRR5004905,Daphnia.pulex.NorthAmerica.USA.537,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00015,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,24.271,0.00413036
SRR5004906,Daphnia.pulex.NorthAmerica.USA.538,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00025,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,21.1978,0.00452951
SRR5004907,Daphnia.pulex.NorthAmerica.USA.539,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00060,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,19.5171,0.0041753
SRR5004908,Daphnia.pulex.NorthAmerica.USA.540,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00083,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.5196,0.0041421
SRR5004909,Daphnia.pulex.NorthAmerica.USA.541,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00017,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,29.9812,0.00398311
SRR8401647,Daphnia.pulex.NorthAmerica.USA.542,SAMN10698283,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00005,KAP-00005,KAP-00005,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,9.22416,0.0063287
SRR5004911,Daphnia.pulex.NorthAmerica.USA.543,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00069,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,19.6582,0.00426754
SRR8401651,Daphnia.pulex.NorthAmerica.USA.544,SAMN10698285,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00010,KAP-00010,KAP-00010,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,9.12055,0.00701429
SRR5004913,Daphnia.pulex.NorthAmerica.USA.545,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00016,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,22.7489,0.00401631
SRR5004914,Daphnia.pulex.NorthAmerica.USA.546,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00097,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.4315,0.00411593
SRR5004915,Daphnia.pulex.NorthAmerica.USA.547,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00114,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,17.04,0.00431886
SRR8401710,Daphnia.pulex.NorthAmerica.USA.548,SAMN10698298,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00047,KAP-00047,KAP-00047,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,22.3595,0.00415685
SRR5004917,Daphnia.pulex.NorthAmerica.USA.549,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00046,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,26.5752,0.00390563
SRR5004918,Daphnia.pulex.NorthAmerica.USA.550,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00080,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,6.64428,0.0175535
SRR5004919,Daphnia.pulex.NorthAmerica.USA.551,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00022,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,14.8534,0.00439433
SRR5004920,Daphnia.pulex.NorthAmerica.USA.552,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00087,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,19.6406,0.00430645
SRR5004921,Daphnia.pulex.NorthAmerica.USA.553,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00038,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,25.2928,0.00409782
SRR8401731,Daphnia.pulex.NorthAmerica.USA.554,SAMN10698280,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00105,KAP-00105,KAP-00105,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,19.5396,0.00407669
SRR8401625,Daphnia.pulex.NorthAmerica.USA.555,SAMN10698278,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00100,KAP-00100,KAP-00100,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.8969,0.00402168
SRR5004924,Daphnia.pulex.NorthAmerica.USA.556,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00041,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.9805,0.00426016
SRR8401755,Daphnia.pulex.NorthAmerica.USA.557,SAMN10698255,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00031,KAP-00031,KAP-00031,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,14.678,0.00616535
SRR5004926,Daphnia.pulex.NorthAmerica.USA.558,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00051,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,27.0301,0.00405019
SRR5004927,Daphnia.pulex.NorthAmerica.USA.559,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00045,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,14.4656,0.00460531
SRR5004928,Daphnia.pulex.NorthAmerica.USA.560,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00055,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,24.9556,0.00454862
SRR8401682,Daphnia.pulex.NorthAmerica.USA.561,SAMN10698304,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00065,KAP-00065,KAP-00065,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,17.2699,0.0042236
SRR8401750,Daphnia.pulex.NorthAmerica.USA.562,SAMN10698257,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00035,KAP-00035,KAP-00035,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,10.8808,0.0051819
SRR8401687,Daphnia.pulex.NorthAmerica.USA.563,SAMN10698265,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00056,KAP-00056,KAP-00056,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,21.1555,0.00411258
SRR8401623,Daphnia.pulex.NorthAmerica.USA.564,SAMN10698315,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00098,KAP-00098,KAP-00098,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,18.0015,0.00447416
SRR8401663,Daphnia.pulex.NorthAmerica.USA.565,SAMN10698309,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00079,KAP-00079,KAP-00079,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.4211,0.00422461
SRR5004965,Daphnia.pulex.NorthAmerica.USA.566,SAMN06005639,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA351263,NorthAmerica,SRA,KAP-00057,KAP,KAP,,,NA,Y,NA,KAP,NA,,NA,Y,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,21.2339,0.00408105
SRR8401659,Daphnia.pulex.NorthAmerica.USA.567,SAMN10698310,,NA,-87.7366,40.1224,,NA,NA,,Daphnia pulex,NA,NA,PRJNA513203,NorthAmerica,SRA,KAP-00081,KAP-00081,KAP-00081,,,NA,Y,NA,KAP,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,17.6781,0.00436985
SRR7592002,Daphnia.pulex.NorthAmerica.USA.576,SAMN09711179,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,EB-00008,EB population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,26.8557,0.00420549
SRR5098786,Daphnia.pulex.NorthAmerica.USA.579,SAMN06066755,,NA,-93.19,44.59,,NA,NA,,Daphnia pulex,NA,NA,PRJNA355243,NorthAmerica,SRA,,EB-00008,EB-00008,,,NA,Y,Minnesota. USA,EB,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,26.7625,0.00426989
SRR7594231,Daphnia.pulex.NorthAmerica.USA.584,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00012,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,30.3748,0.00478577
SRR5099737,Daphnia.pulex.NorthAmerica.USA.585,SAMN06066755,,NA,-93.19,44.59,,NA,NA,,Daphnia pulex,NA,NA,PRJNA355243,NorthAmerica,SRA,,EB-00008,EB-00008,,,NA,Y,Minnesota. USA,EB,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,35.5363,0.00461906
SRR7594203,Daphnia.pulex.NorthAmerica.USA.586,SAMN09711183,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,PA2013-00105,PA population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,33.9192,0.0056223
SRR7516523,Daphnia.pulex.NorthAmerica.USA.589,SAMN02252747,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212294,NorthAmerica,SRA,NFL-3,TEX-9,TEX-9,USA,North America,NA,Y,NA,TEX,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,30.6542,0.00538348
SRR7516535,Daphnia.pulex.NorthAmerica.USA.591,SAMN02252738,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212135,NorthAmerica,SRA,STM-2,SED-2,SED-2,USA,North America,NA,Y,NA,SED,NA,Y,NA,,Asexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.8051,0.0066933
SRR7516547,Daphnia.pulex.NorthAmerica.USA.594,SAMN02252737,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212134,NorthAmerica,SRA,SED-2,MORG-5,MORG-5,USA,North America,NA,Y,NA,MORG,NA,Y,NA,,Asexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,34.4187,0.00503834
SRR7516561,Daphnia.pulex.NorthAmerica.USA.595,SAMN02252742,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212288,NorthAmerica,SRA,BW-101,EB-1,EB-1,USA,North America,NA,Y,NA,EB,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,33.3362,0.00576117
SRR7516562,Daphnia.pulex.NorthAmerica.USA.596,SAMN02252745,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212292,NorthAmerica,SRA,TEX-9,KSP-10,KSP-10,USA,North America,NA,Y,NA,KSP,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,32.8712,0.00576519
SRR7516565,Daphnia.pulex.NorthAmerica.USA.598,SAMN02252746,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212293,NorthAmerica,SRA,LPB8-6,POVI-1,POVI-1,USA,North America,NA,Y,NA,POVI,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,33.507,0.00552302
SRR7516572,Daphnia.pulex.NorthAmerica.USA.600,SAMN02252741,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212286,NorthAmerica,SRA,EB-1,PA-32,PA-32,USA,North America,NA,Y,NA,PA,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,32.8219,0.00529326
SRR7516825,Daphnia.pulex.NorthAmerica.USA.601,SAMN02252744,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212291,NorthAmerica,SRA,POVI-4,BW-101,BW-101,USA,North America,NA,Y,NA,BW,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,31.6984,0.00553677
SRR7516868,Daphnia.pulex.NorthAmerica.USA.603,SAMN02252733,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212130,NorthAmerica,SRA,LYT-1,LYT-1,LYT-1,USA,North America,NA,Y,NA,LYT,NA,Y,NA,,Asexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,34.2825,0.00532747
SRR7518395,Daphnia.pulex.NorthAmerica.USA.604,SAMN02252729,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212128,NorthAmerica,SRA,LIS-3,TRO-3,TRO-3,USA,North America,NA,Y,NA,TRO,NA,Y,NA,,Asexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,34.2115,0.00517452
SRR7518397,Daphnia.pulex.NorthAmerica.USA.606,SAMN02252729,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212126,NorthAmerica,SRA,TRO-3,TRO-3,TRO-3,USA,North America,NA,Y,NA,TRO,NA,Y,NA,,Asexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,33.2737,0.00542239
SRR7519632,Daphnia.pulex.NorthAmerica.USA.608,SAMN02252749,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA212296,NorthAmerica,SRA,TEX-21,NFL-3,NFL-3,USA,North America,NA,Y,NA,NFL,NA,Y,NA,,Sexual,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,20.945,0.00699216
SRR7589089,Daphnia.pulex.NorthAmerica.USA.613,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00015,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,13.208,0.00719207
SRR7589090,Daphnia.pulex.NorthAmerica.USA.614,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00013,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.7183,0.016833
SRR7589093,Daphnia.pulex.NorthAmerica.USA.615,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00019,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,9.12952,0.00964465
SRR7589094,Daphnia.pulex.NorthAmerica.USA.616,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00018,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,7.19922,0.0441784
SRR7589095,Daphnia.pulex.NorthAmerica.USA.617,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00017,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,5.28365,0.0267004
SRR7589099,Daphnia.pulex.NorthAmerica.USA.618,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00107,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,7.06639,0.0328389
SRR7589100,Daphnia.pulex.NorthAmerica.USA.619,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00106,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,14.2663,0.00535464
SRR7589105,Daphnia.pulex.NorthAmerica.USA.620,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00046,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,8.0462,0.0391649
SRR7589109,Daphnia.pulex.NorthAmerica.USA.621,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00040,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,6.73048,0.0343423
SRR7589116,Daphnia.pulex.NorthAmerica.USA.622,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00100,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,5.9072,0.0235461
SRR7589119,Daphnia.pulex.NorthAmerica.USA.623,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00095,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,8.95835,0.0134849
SRR7589125,Daphnia.pulex.NorthAmerica.USA.624,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00037,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,7.84086,0.0294763
SRR7589127,Daphnia.pulex.NorthAmerica.USA.625,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00026,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,6.13769,0.0416937
SRR7589131,Daphnia.pulex.NorthAmerica.USA.626,SAMN09711177,,NA,-95.7129,37.0902,,NA,NA,,Daphnia pulex,NA,NA,PRJNA482684,NorthAmerica,SRA,BUS-00034,BUS population data,96 adults,USA,North America,NA,Y,NA,96 adults,NA,Y,NA,,,Daphnia.pulex.NorthAmerica,Daphnia.pulex.NorthAmerica.USA,11.6672,0.00601877
